order_date,year,mm,week_day,register_pre_1d,register_pre_2d,register_pre_3d,register_pre_4d,register_pre_5d,register_pre_6d,register_pre_7d,active_cnt_1d,active_cnt_2d,active_cnt_3d,active_cnt_4d,active_cnt_5d,active_cnt_6d,active_cnt_7d,orders_cnt,orders_amt,if_holiday
20171230,2017,12,5,41225,36901,33719,37773,43502,44186,41059,133090,120967,113430,108734,113901,126873,129307,20605,6409038.37,1
20180108,2018,1,1,52682,57276,48129,31234,23294,47885,64626,107344,112669,95431,55398,42032,69621,88488,2525,3390656.95,0
20180203,2018,2,6,25613,21603,19053,20018,23098,23694,21764,41055,38593,47919,46458,46787,45621,52973,8346,4531105.31,0
20180228,2018,2,3,65750,54798,64474,47213,75101,98049,124673,55203,44005,55438,45963,65570,70034,84591,9014,6209113.8,0
20180301,2018,3,4,36513,65750,54798,64474,47213,75101,98049,39586,55203,44005,55438,45963,65570,70034,8687,5054157.68,0
20180309,2018,3,5,21252,18767,26739,38870,48018,47124,38378,33850,38600,37770,42712,43486,52960,52114,11948,6392152.44,0
20180314,2018,3,3,43102,56027,59744,43402,25541,21252,18767,62169,57564,62407,46377,41018,33850,38600,5463,4259827.01,0
20180316,2018,3,5,26427,25579,43102,56027,59744,43402,25541,81307,71796,62169,57564,62407,46377,41018,10325,5319950.3,0
20180327,2018,3,2,152223,146299,108310,43604,37110,30189,32615,178877,176347,140649,70962,66649,58171,46419,11420,6320055.89,0
20180402,2018,4,1,82450,68184,54680,55537,59855,94676,152223,104369,103549,78609,78147,91960,123794,178877,11992,5975666.04,0
20180405,2018,4,4,46215,63498,76418,82450,68184,54680,55537,88311,90305,105404,104369,103549,78609,78147,38387,10512042.64,0
20150926,2015,9,5,43418,37306,38427,40421,42389,42994,43277,32614,29819,28191,27450,28944,30225,35369,5422,1909935.21,1
20150927,2015,9,5,41801,43418,37306,38427,40421,42389,42994,35461,32614,29819,28191,27450,28944,30225,4712,1902215.16,1
20150928,2015,9,5,48448,41801,43418,37306,38427,40421,42389,36283,35461,32614,29819,28191,27450,28944,4606,3121355.64,1
20150929,2015,9,5,44430,48448,41801,43418,37306,38427,40421,34610,36283,35461,32614,29819,28191,27450,4954,2615207.31,1
20150930,2015,9,5,46051,44430,48448,41801,43418,37306,38427,34216,34610,36283,35461,32614,29819,28191,8914,3788203.54,1
20151001,2015,10,5,47756,46051,44430,48448,41801,43418,37306,36298,34216,34610,36283,35461,32614,29819,16365,6610399.38,1
20151002,2015,10,5,54330,47756,46051,44430,48448,41801,43418,41295,36298,34216,34610,36283,35461,32614,20006,6828482.94,1
20151003,2015,10,5,69299,54330,47756,46051,44430,48448,41801,46176,41295,36298,34216,34610,36283,35461,18265,5749295.81,1
20151004,2015,10,5,78851,69299,54330,47756,46051,44430,48448,47479,46176,41295,36298,34216,34610,36283,13505,4116685.62,1
20151005,2015,10,5,80045,78851,69299,54330,47756,46051,44430,46890,47479,46176,41295,36298,34216,34610,9877,2900619.27,1
20151006,2015,10,5,68184,80045,78851,69299,54330,47756,46051,38687,46890,47479,46176,41295,36298,34216,5843,2052828.72,1
20151007,2015,10,3,52081,68184,80045,78851,69299,54330,47756,33093,38687,46890,47479,46176,41295,36298,4642,1491317.48,0
20151008,2015,10,4,39416,52081,68184,80045,78851,69299,54330,27550,33093,38687,46890,47479,46176,41295,2302,1667737.98,0
20151009,2015,10,5,28573,39416,52081,68184,80045,78851,69299,22498,27550,33093,38687,46890,47479,46176,2964,1950698.07,0
20151010,2015,10,6,23404,28573,39416,52081,68184,80045,78851,19643,22498,27550,33093,38687,46890,47479,3298,1674651.78,0
20151011,2015,10,0,23937,23404,28573,39416,52081,68184,80045,19338,19643,22498,27550,33093,38687,46890,3309,1320013.53,0
20151012,2015,10,1,25942,23937,23404,28573,39416,52081,68184,20323,19338,19643,22498,27550,33093,38687,2716,1560354.3,0
20151013,2015,10,2,27909,25942,23937,23404,28573,39416,52081,20661,20323,19338,19643,22498,27550,33093,2746,1649821.44,0
20151014,2015,10,3,26872,27909,25942,23937,23404,28573,39416,20478,20661,20323,19338,19643,22498,27550,2482,1427894.97,0
20151015,2015,10,4,24261,26872,27909,25942,23937,23404,28573,19016,20478,20661,20323,19338,19643,22498,3469,1492615.14,0
20151016,2015,10,5,21276,24261,26872,27909,25942,23937,23404,17106,19016,20478,20661,20323,19338,19643,4178,2188270.62,0
20151017,2015,10,6,20964,21276,24261,26872,27909,25942,23937,15507,17106,19016,20478,20661,20323,19338,4144,1816092.12,0
20151018,2015,10,0,22653,20964,21276,24261,26872,27909,25942,15674,15507,17106,19016,20478,20661,20323,2846,1160195.85,0
20151019,2015,10,1,22366,22653,20964,21276,24261,26872,27909,16650,15674,15507,17106,19016,20478,20661,2284,2092841.49,0
20151020,2015,10,2,20466,22366,22653,20964,21276,24261,26872,16317,16650,15674,15507,17106,19016,20478,2489,2814771.68,0
20151021,2015,10,3,18637,20466,22366,22653,20964,21276,24261,15635,16317,16650,15674,15507,17106,19016,2659,2572495.06,0
20151022,2015,10,4,18107,18637,20466,22366,22653,20964,21276,15508,15635,16317,16650,15674,15507,17106,3081,3775786.88,0
20151023,2015,10,5,19224,18107,18637,20466,22366,22653,20964,16300,15508,15635,16317,16650,15674,15507,5070,2346581.73,0
20151024,2015,10,6,21532,19224,18107,18637,20466,22366,22653,17295,16300,15508,15635,16317,16650,15674,5316,1715092.62,0
20151025,2015,10,0,23882,21532,19224,18107,18637,20466,22366,18919,17295,16300,15508,15635,16317,16650,3113,1087174.4,0
20151026,2015,10,1,24213,23882,21532,19224,18107,18637,20466,18618,18919,17295,16300,15508,15635,16317,2501,1511297.45,0
20151027,2015,10,2,22272,24213,23882,21532,19224,18107,18637,17503,18618,18919,17295,16300,15508,15635,2909,1643886.93,0
20151028,2015,10,3,20482,22272,24213,23882,21532,19224,18107,16658,17503,18618,18919,17295,16300,15508,3753,1738046.38,0
20151029,2015,10,4,21299,20482,22272,24213,23882,21532,19224,15924,16658,17503,18618,18919,17295,16300,3520,2364686.55,0
20151030,2015,10,5,21862,21299,20482,22272,24213,23882,21532,16604,15924,16658,17503,18618,18919,17295,7134,2466469.99,0
20151031,2015,10,6,25636,21862,21299,20482,22272,24213,23882,16860,16604,15924,16658,17503,18618,18919,5234,1725601.79,0
20151101,2015,11,0,25363,25636,21862,21299,20482,22272,24213,18554,16860,16604,15924,16658,17503,18618,2736,879427,0
20151102,2015,11,1,23488,25363,25636,21862,21299,20482,22272,18172,18554,16860,16604,15924,16658,17503,2726,3070218.54,0
20151103,2015,11,2,17959,23488,25363,25636,21862,21299,20482,15895,18172,18554,16860,16604,15924,16658,2366,1677012.84,0
20151104,2015,11,3,16289,17959,23488,25363,25636,21862,21299,13219,15895,18172,18554,16860,16604,15924,1992,1433627.31,0
20151105,2015,11,4,16406,16289,17959,23488,25363,25636,21862,12981,13219,15895,18172,18554,16860,16604,2342,1598557.29,0
20151106,2015,11,5,17485,16406,16289,17959,23488,25363,25636,14462,12981,13219,15895,18172,18554,16860,3058,1920037.49,0
20151107,2015,11,6,17284,17485,16406,16289,17959,23488,25363,15391,14462,12981,13219,15895,18172,18554,3264,1869883.42,0
20151108,2015,11,0,18226,17284,17485,16406,16289,17959,23488,15729,15391,14462,12981,13219,15895,18172,2237,870131.24,0
20151109,2015,11,1,17780,18226,17284,17485,16406,16289,17959,15618,15729,15391,14462,12981,13219,15895,1892,1552853.32,0
20151110,2015,11,2,16811,17780,18226,17284,17485,16406,16289,14613,15618,15729,15391,14462,12981,13219,2000,1580784.05,0
20151111,2015,11,3,15369,16811,17780,18226,17284,17485,16406,13564,14613,15618,15729,15391,14462,12981,2740,1708196.61,0
20151112,2015,11,4,15548,15369,16811,17780,18226,17284,17485,13396,13564,14613,15618,15729,15391,14462,2234,1422723.51,0
20151113,2015,11,5,18202,15548,15369,16811,17780,18226,17284,14473,13396,13564,14613,15618,15729,15391,3242,1706794.58,0
20151121,2015,11,6,16097,20543,22537,23005,20761,19612,21514,18184,20759,19652,15670,13931,14861,15113,3175,1173678.23,0
20151122,2015,11,0,17340,16097,20543,22537,23005,20761,19612,14066,18184,20759,19652,15670,13931,14861,2093,754191.27,0
20151123,2015,11,1,17707,17340,16097,20543,22537,23005,20761,13940,14066,18184,20759,19652,15670,13931,1569,2215747.03,0
20151124,2015,11,2,17350,17707,17340,16097,20543,22537,23005,13111,13940,14066,18184,20759,19652,15670,1549,1529885.13,0
20151125,2015,11,3,15681,17350,17707,17340,16097,20543,22537,12872,13111,13940,14066,18184,20759,19652,1896,1676786.63,0
20151126,2015,11,4,14864,15681,17350,17707,17340,16097,20543,12350,12872,13111,13940,14066,18184,20759,2201,1446128.66,0
20151127,2015,11,5,15522,14864,15681,17350,17707,17340,16097,12880,12350,12872,13111,13940,14066,18184,3101,1561193.03,0
20151128,2015,11,6,16360,15522,14864,15681,17350,17707,17340,13049,12880,12350,12872,13111,13940,14066,3400,1113501.41,0
20151129,2015,11,0,17597,16360,15522,14864,15681,17350,17707,13809,13049,12880,12350,12872,13111,13940,2377,853474.95,0
20151130,2015,11,1,17976,17597,16360,15522,14864,15681,17350,13943,13809,13049,12880,12350,12872,13111,1660,1055042.34,0
20151201,2015,12,2,18589,17976,17597,16360,15522,14864,15681,13914,13943,13809,13049,12880,12350,12872,1756,1151303.7,0
20151202,2015,12,3,17841,18589,17976,17597,16360,15522,14864,16590,13914,13943,13809,13049,12880,12350,1742,1179221.83,0
20151203,2015,12,4,18669,17841,18589,17976,17597,16360,15522,15112,16590,13914,13943,13809,13049,12880,1973,1375458.39,0
20151204,2015,12,5,18271,18669,17841,18589,17976,17597,16360,15347,15112,16590,13914,13943,13809,13049,2784,1685868.72,0
20151207,2015,12,1,19904,18830,18866,18271,18669,17841,18589,16142,15814,13218,15347,15112,16590,13914,2015,1472412.93,0
20151208,2015,12,2,21395,19904,18830,18866,18271,18669,17841,15806,16142,15814,13218,15347,15112,16590,1944,1828378.68,0
20151209,2015,12,3,21051,21395,19904,18830,18866,18271,18669,15991,15806,16142,15814,13218,15347,15112,1895,1376555.61,0
20151210,2015,12,4,19878,21051,21395,19904,18830,18866,18271,16534,15991,15806,16142,15814,13218,15347,2108,1582751.75,0
20151211,2015,12,5,18113,19878,21051,21395,19904,18830,18866,17163,16534,15991,15806,16142,15814,13218,3312,1961697.15,0
20151212,2015,12,6,18047,18113,19878,21051,21395,19904,18830,19845,17163,16534,15991,15806,16142,15814,3832,1713702.29,0
20151213,2015,12,0,19969,18047,18113,19878,21051,21395,19904,20994,19845,17163,16534,15991,15806,16142,2375,1009699,0
20151214,2015,12,1,21523,19969,18047,18113,19878,21051,21395,20941,20994,19845,17163,16534,15991,15806,2000,1763259.88,0
20151215,2015,12,2,20791,21523,19969,18047,18113,19878,21051,17904,20941,20994,19845,17163,16534,15991,2000,1462714.3,0
20151216,2015,12,3,19446,20791,21523,19969,18047,18113,19878,17016,17904,20941,20994,19845,17163,16534,2303,2147001.59,0
20151217,2015,12,4,18589,19446,20791,21523,19969,18047,18113,17085,17016,17904,20941,20994,19845,17163,2663,1785684.24,0
20151218,2015,12,5,20457,18589,19446,20791,21523,19969,18047,17277,17085,17016,17904,20941,20994,19845,3335,2138580.05,0
20151222,2015,12,2,20331,20721,21998,20999,20457,18589,19446,21311,22079,22141,17142,17277,17085,17016,2310,1706593.43,0
20151223,2015,12,3,19334,20331,20721,21998,20999,20457,18589,19084,21311,22079,22141,17142,17277,17085,2879,2062817.23,0
20160109,2016,1,6,27464,25280,24287,24439,29381,34077,35616,19374,19019,17760,17881,19045,21666,22611,3352,1776440.32,0
20160110,2016,1,0,26936,27464,25280,24287,24439,29381,34077,19205,19374,19019,17760,17881,19045,21666,2414,1344177.35,0
20160120,2016,1,3,24867,24042,22325,22599,22363,22440,22057,16649,15657,16830,17624,17632,17961,17484,2405,2179022.58,0
20160122,2016,1,5,25428,24560,24867,24042,22325,22599,22363,18196,17502,16649,15657,16830,17624,17632,2681,1877422.7,0
20160123,2016,1,6,22462,25428,24560,24867,24042,22325,22599,16697,18196,17502,16649,15657,16830,17624,3020,1588926.5,0
20160124,2016,1,0,22833,22462,25428,24560,24867,24042,22325,16408,16697,18196,17502,16649,15657,16830,2722,1463566.7,0
20160125,2016,1,1,19516,22833,22462,25428,24560,24867,24042,15909,16408,16697,18196,17502,16649,15657,3099,2185603.28,0
20160126,2016,1,2,21385,19516,22833,22462,25428,24560,24867,15090,15909,16408,16697,18196,17502,16649,2987,2564605.47,0
20160127,2016,1,3,21126,21385,19516,22833,22462,25428,24560,15100,15090,15909,16408,16697,18196,17502,2733,2151476.16,0
20160128,2016,1,4,21976,21126,21385,19516,22833,22462,25428,15391,15100,15090,15909,16408,16697,18196,3155,2680656.77,0
20160213,2016,2,5,74074,77235,70888,56458,44647,46143,50641,40970,42234,35771,29597,27050,29403,29257,8875,4343224.41,1
20160216,2016,2,2,46683,53196,63823,74074,77235,70888,56458,30452,33194,37639,40970,42234,35771,29597,7902,4796998.18,0
20160217,2016,2,3,41773,46683,53196,63823,74074,77235,70888,27357,30452,33194,37639,40970,42234,35771,6984,4208564.21,0
20160218,2016,2,4,39394,41773,46683,53196,63823,74074,77235,25852,27357,30452,33194,37639,40970,42234,6277,3864853.16,0
20160220,2016,2,6,32588,34089,39394,41773,46683,53196,63823,21362,22996,25852,27357,30452,33194,37639,7299,3202861.59,0
20160224,2016,2,3,22789,25438,28064,29925,32588,34089,39394,16605,17863,19224,20781,21362,22996,25852,3023,1767105,0
20160225,2016,2,4,21518,22789,25438,28064,29925,32588,34089,16504,16605,17863,19224,20781,21362,22996,3428,2264858.83,0
20160226,2016,2,5,20785,21518,22789,25438,28064,29925,32588,16125,16504,16605,17863,19224,20781,21362,6128,2932886,0
20160229,2016,2,1,27095,24701,22087,20785,21518,22789,25438,17710,16717,15920,16125,16504,16605,17863,3245,1993670.31,0
20160301,2016,3,2,28690,27095,24701,22087,20785,21518,22789,18389,17710,16717,15920,16125,16504,16605,3858,2091357.54,0
20160304,2016,3,5,35440,33301,30509,28690,27095,24701,22087,23979,21239,18880,18389,17710,16717,15920,7418,3011247.37,0
20160306,2016,3,0,35105,34417,35440,33301,30509,28690,27095,22974,24343,23979,21239,18880,18389,17710,5041,1583519.07,0
20160307,2016,3,1,35868,35105,34417,35440,33301,30509,28690,21585,22974,24343,23979,21239,18880,18389,3464,2397204.53,0
20160308,2016,3,2,34269,35868,35105,34417,35440,33301,30509,20397,21585,22974,24343,23979,21239,18880,1987,1421657.06,0
20160312,2016,3,6,27056,24686,26860,29721,34269,35868,35105,17225,18025,18170,19759,20397,21585,22974,4995,2056781.15,0
20160313,2016,3,0,25984,27056,24686,26860,29721,34269,35868,18089,17225,18025,18170,19759,20397,21585,3344,1283303.18,0
20160314,2016,3,1,28181,25984,27056,24686,26860,29721,34269,18080,18089,17225,18025,18170,19759,20397,2420,2024661.07,0
20160318,2016,3,5,18593,20876,24319,25257,28181,25984,27056,16491,18320,18354,18617,18080,18089,17225,5717,3212059.35,0
20160322,2016,3,2,17815,18565,19064,18451,18593,20876,24319,14076,15411,15341,15488,16491,18320,18354,2732,2051556.21,0
20160323,2016,3,3,16577,17815,18565,19064,18451,18593,20876,12971,14076,15411,15341,15488,16491,18320,2927,2162792.34,0
20160324,2016,3,4,18198,16577,17815,18565,19064,18451,18593,13612,12971,14076,15411,15341,15488,16491,3749,2390239.32,0
20160325,2016,3,5,17781,18198,16577,17815,18565,19064,18451,15206,13612,12971,14076,15411,15341,15488,6880,3340593.41,0
20160326,2016,3,6,21616,17781,18198,16577,17815,18565,19064,15562,15206,13612,12971,14076,15411,15341,8205,2950763.18,0
20160327,2016,3,0,28154,21616,17781,18198,16577,17815,18565,19475,15562,15206,13612,12971,14076,15411,6008,2275468.95,0
20160328,2016,3,1,31135,28154,21616,17781,18198,16577,17815,21807,19475,15562,15206,13612,12971,14076,3781,2990806.03,0
20160329,2016,3,2,30282,31135,28154,21616,17781,18198,16577,22556,21807,19475,15562,15206,13612,12971,3523,2595565,0
20160330,2016,3,3,28662,30282,31135,28154,21616,17781,18198,20927,22556,21807,19475,15562,15206,13612,4015,3355204.59,0
20160402,2016,4,5,39165,38786,33041,28662,30282,31135,28154,26647,23838,21524,20927,22556,21807,19475,13513,4978649.73,1
20160403,2016,4,5,50012,39165,38786,33041,28662,30282,31135,30769,26647,23838,21524,20927,22556,21807,12954,4242155.96,1
20160404,2016,4,5,56865,50012,39165,38786,33041,28662,30282,34880,30769,26647,23838,21524,20927,22556,7208,2220193.41,1
20160408,2016,4,5,38071,38371,47264,63179,56865,50012,39165,24116,28099,33483,36750,34880,30769,26647,6739,3579232.23,0
20160409,2016,4,6,45438,38071,38371,47264,63179,56865,50012,23513,24116,28099,33483,36750,34880,30769,7446,3141883.66,0
20160411,2016,4,1,44907,48163,45438,38071,38371,47264,63179,27387,26397,23513,24116,28099,33483,36750,3204,2746352.7,0
20160412,2016,4,2,41389,44907,48163,45438,38071,38371,47264,28076,27387,26397,23513,24116,28099,33483,3296,2929797.71,0
20160419,2016,4,2,36331,37376,32467,31054,31063,33345,37331,27142,28972,29049,27389,25549,26074,26463,3789,4710762.83,0
20160420,2016,4,3,35379,36331,37376,32467,31054,31063,33345,25739,27142,28972,29049,27389,25549,26074,3993,3213884,0
20160422,2016,4,5,33022,31264,35379,36331,37376,32467,31054,26139,26681,25739,27142,28972,29049,27389,6323,4172206.48,0
20160423,2016,4,6,34164,33022,31264,35379,36331,37376,32467,26115,26139,26681,25739,27142,28972,29049,7553,3396858.93,0
20160424,2016,4,0,36956,34164,33022,31264,35379,36331,37376,25516,26115,26139,26681,25739,27142,28972,6890,2447465.75,0
20160425,2016,4,1,40794,36956,34164,33022,31264,35379,36331,26108,25516,26115,26139,26681,25739,27142,4076,2859948.77,0
20160601,2016,6,3,33810,38734,38931,36319,31450,37761,42851,38782,43207,43344,40154,32139,32287,33591,6807,4195533.1,0
20160829,2016,8,1,84013,87889,89792,93381,96952,104530,115780,165926,166538,207873,258650,269927,274222,228692,10633,7174978.95,0
20160831,2016,8,3,60688,73198,84013,87889,89792,93381,96952,135931,152808,165926,166538,207873,258650,269927,7602,5538596.99,0
20160901,2016,9,4,49531,60688,73198,84013,87889,89792,93381,142207,135931,152808,165926,166538,207873,258650,7359,6413245.68,0
20160927,2016,9,5,36676,33674,28822,26599,27355,29978,27429,137817,80486,79341,77318,71159,68248,81269,5457,5674657.52,1
20161010,2016,10,1,89044,76286,8044,45577,88663,122717,114329,104359,79609,80105,110820,149781,174299,163277,4047,4177488.89,0
20161103,2016,11,4,20701,19515,21589,23351,24692,26902,26617,44046,38231,43251,46784,47901,45191,44669,4652,3151899.21,0
20161116,2016,11,3,17454,19177,21035,20059,17583,15367,14949,39141,40077,42164,40287,39828,36316,34807,2887,3627740.04,0
20161117,2016,11,4,15635,17454,19177,21035,20059,17583,15367,36518,39141,40077,42164,40287,39828,36316,3017,3476203.22,0
20161120,2016,11,0,15576,15024,15009,15635,17454,19177,21035,36912,37262,35899,36518,39141,40077,42164,3058,1232280.61,0
20161205,2016,12,1,15676,15696,13462,12614,11352,12189,12336,37361,38998,35492,36482,34132,34721,35763,2767,2780064.31,0
20161228,2016,12,3,22996,23982,25854,25978,24166,22181,20610,36903,35387,36954,38016,37066,35271,37782,4887,4857498.62,0
20170104,2017,1,3,23565,29787,31790,29275,24867,23802,22746,47136,56230,59116,54005,47124,44532,40290,2989,3676233.61,0
20170106,2017,1,5,18727,18796,23565,29787,31790,29275,24867,41139,40886,47136,56230,59116,54005,47124,4240,4643954.73,0
20170115,2017,1,0,29876,30209,33475,37532,34202,25878,18572,59395,63224,60270,63533,58321,49782,41241,4943,2705382.31,0
20170124,2017,1,2,26085,25544,24859,26250,27672,32968,24903,64033,63961,62529,64075,62658,64038,48016,10285,7049475.27,0
20170208,2017,2,3,32674,35407,39442,45511,57188,71740,81530,61451,65824,72880,82006,99173,115219,126984,8855,5493073.07,0
20170226,2017,2,0,21759,16955,14909,13967,17476,22626,26061,40825,33161,29865,28559,32066,36794,41304,8087,2025533.14,0
20170303,2017,3,5,18940,17862,27620,29781,28047,21759,16955,40718,42252,63903,60508,55692,40825,33161,9617,3914501.84,0
20170314,2017,3,2,21874,24135,22150,23500,19168,19094,16353,37954,45697,42404,46245,37470,39105,28600,4281,3105788.07,0
20170331,2017,3,5,46201,43517,47554,48307,48930,42342,34832,77865,73031,71667,74304,75087,68654,60804,12318,4967820.94,0
20170430,2017,4,5,74278,51046,44840,37627,38884,40967,49554,132684,110133,97952,81074,76698,82112,97517,34085,9171710.51,1
20170507,2017,5,0,26855,23543,24864,38277,76591,106496,102069,65880,60977,52155,63427,115745,154249,163070,6853,2770694.29,0
20170514,2017,5,0,25363,20538,13938,17701,20139,26363,27364,50333,42900,27387,35624,40888,51939,63794,6886,2942360.15,0
20170515,2017,5,1,24113,25363,20538,13938,17701,20139,26363,47723,50333,42900,27387,35624,40888,51939,4978,3956981.57,0
20170601,2017,6,4,69124,83617,58662,64718,43492,34128,29516,102273,132092,91075,102321,75767,60764,52627,10847,4823914.77,0
20170611,2017,6,0,35387,36610,31899,39692,39334,38273,43683,64928,109324,98538,108717,63570,63109,74119,9162,3347879.72,0
20170622,2017,6,4,67964,65465,56075,57676,58476,48049,38110,92900,89834,81418,85750,89294,77060,63151,8198,5749391.67,0
20170630,2017,6,5,66973,64962,59210,70297,54188,55067,38663,94447,92641,85250,103634,81529,82229,57370,15147,7968846.72,0
20170702,2017,7,0,60634,60571,66973,64962,59210,70297,54188,90325,87682,94447,92641,85250,103634,81529,13447,4944562.72,0
20170708,2017,7,6,55174,59853,53838,54598,52914,57070,60634,85817,106880,81015,81441,66297,87663,90325,20229,8200332.7,0
20170902,2017,9,6,56319,67401,71898,77815,95363,108506,116177,83643,89622,91982,90742,105756,115627,124200,16201,5419997.9,0
20170906,2017,9,3,41512,51095,54383,52034,56319,67401,71898,78939,79659,78531,77751,83643,89622,91982,8620,5784544.87,0
20170907,2017,9,4,33582,41512,51095,54383,52034,56319,67401,71802,78939,79659,78531,77751,83643,89622,8821,5663913.86,0
20170909,2017,9,6,42896,35899,33582,41512,51095,54383,52034,62279,65617,71802,78939,79659,78531,77751,14826,5571447.33,0
20170914,2017,9,4,62721,131766,139992,131299,56738,42896,35899,91916,157427,161933,151420,71574,62279,65617,7446,5999229.71,0
20170919,2017,9,2,73830,89031,80021,69221,55676,62721,131766,90400,95648,97456,90072,88240,91916,157427,8582,5807728.71,0
20170924,2017,9,0,65541,57183,56159,52878,64503,73830,89031,83721,81105,78361,75663,79714,90400,95648,10733,4382268.46,0
20170926,2017,9,2,71238,72112,65541,57183,56159,52878,64503,91301,86229,83721,81105,78361,75663,79714,8968,7646677.61,0
20171001,2017,10,5,84986,82290,57328,55997,48031,71238,72112,106969,112070,85009,84493,68640,91301,86229,42884,13607391.3,1
20171010,2017,10,2,111590,194367,259589,304757,336834,343610,320907,110381,156867,195950,212491,227793,231633,235919,5395,4426645.71,0
20171017,2017,10,2,56656,59109,54038,45293,43618,45716,61490,77778,78707,80724,78150,75713,74045,81434,8283,5141569.31,0
20171024,2017,10,2,79723,81564,65642,45478,42077,38416,46046,115075,119306,107380,92843,84520,77601,76076,10706,5586495.71,0
20171027,2017,10,5,56224,52230,61351,79723,81564,65642,45478,104816,105600,111528,115075,119306,107380,92843,20054,8526366.58,0
20171110,2017,11,5,46501,43367,53946,65884,69162,55143,42479,72334,66611,69388,73198,82545,84794,78366,13019,6124461.36,0
20171117,2017,11,5,57956,49538,53300,69887,78242,68838,53103,81845,73187,69580,78311,84527,82537,75354,10176,4892785.59,0
20171118,2017,11,6,65226,57956,49538,53300,69887,78242,68838,88839,81845,73187,69580,78311,84527,82537,12372,3611623.47,0
20180117,2018,1,3,23560,23435,23036,20125,16968,16182,18545,45472,41630,54195,58920,55668,50006,57039,4860,4761644.6,0
20180126,2018,1,5,20091,20922,26208,30748,33111,29974,25204,42614,37475,38897,42183,47587,47944,44258,5824,6023845.76,0
20180211,2018,2,0,35699,32069,29558,26415,29080,33207,33971,66601,56467,48167,44423,42059,43678,45053,13553,8050733.92,0
20180220,2018,2,5,152585,145573,107339,67838,39248,38597,38545,102938,106529,94093,83531,207069,203344,194500,30941,12031023.7,1
20150518,2015,5,1,20687,20590,20925,20804,20246,18636,18072,158245,158639,117878,24161,23112,9047,9382,2060,1292717.49,0
20150519,2015,5,2,20614,20687,20590,20925,20804,20246,18636,85466,158245,158639,117878,24161,23112,9047,2801,1540374.24,0
20150520,2015,5,3,25998,20614,20687,20590,20925,20804,20246,14337,85466,158245,158639,117878,24161,23112,2761,1534954.71,0
20150521,2015,5,4,30574,25998,20614,20687,20590,20925,20804,15436,14337,85466,158245,158639,117878,24161,2570,2165069.4,0
20150522,2015,5,5,33720,30574,25998,20614,20687,20590,20925,14597,15436,14337,85466,158245,158639,117878,3862,1882135.47,0
20150523,2015,5,6,31262,33720,30574,25998,20614,20687,20590,11383,14597,15436,14337,85466,158245,158639,3829,1366903.86,0
20150524,2015,5,0,22982,31262,33720,30574,25998,20614,20687,11586,11383,14597,15436,14337,85466,158245,2500,945691.77,0
20150525,2015,5,1,12787,22982,31262,33720,30574,25998,20614,10513,11586,11383,14597,15436,14337,85466,3005,2009124.51,0
20150526,2015,5,2,27233,12787,22982,31262,33720,30574,25998,11816,10513,11586,11383,14597,15436,14337,4262,1803066.81,0
20150527,2015,5,3,45429,27233,12787,22982,31262,33720,30574,11176,11816,10513,11586,11383,14597,15436,4318,2247928.81,0
20150528,2015,5,4,62105,45429,27233,12787,22982,31262,33720,16935,11176,11816,10513,11586,11383,14597,3898,1650565.92,0
20150529,2015,5,5,52832,62105,45429,27233,12787,22982,31262,15917,16935,11176,11816,10513,11586,11383,5056,3516015.3,0
20150530,2015,5,6,42578,52832,62105,45429,27233,12787,22982,17339,15917,16935,11176,11816,10513,11586,5858,1770678.93,0
20150531,2015,5,0,37852,42578,52832,62105,45429,27233,12787,19507,17339,15917,16935,11176,11816,10513,4290,1276149.6,0
20150601,2015,6,1,32340,37852,42578,52832,62105,45429,27233,17914,19507,17339,15917,16935,11176,11816,2670,1464175.8,0
20150602,2015,6,2,31575,32340,37852,42578,52832,62105,45429,13484,17914,19507,17339,15917,16935,11176,2830,1605112.71,0
20150603,2015,6,3,30746,31575,32340,37852,42578,52832,62105,8313,13484,17914,19507,17339,15917,16935,2583,1639864.62,0
20150604,2015,6,4,35460,30746,31575,32340,37852,42578,52832,10382,8313,13484,17914,19507,17339,15917,3277,1896304.12,0
20150605,2015,6,5,41582,35460,30746,31575,32340,37852,42578,17143,10382,8313,13484,17914,19507,17339,4645,2304547.95,0
20150606,2015,6,6,46716,41582,35460,30746,31575,32340,37852,22206,17143,10382,8313,13484,17914,19507,3498,1036078.65,0
20150607,2015,6,0,46445,46716,41582,35460,30746,31575,32340,27149,22206,17143,10382,8313,13484,17914,2197,686345.97,0
20150608,2015,6,1,39906,46445,46716,41582,35460,30746,31575,24358,27149,22206,17143,10382,8313,13484,1418,1088055.54,0
20150609,2015,6,2,31017,39906,46445,46716,41582,35460,30746,19081,24358,27149,22206,17143,10382,8313,1737,1731876.12,0
20150610,2015,6,3,26603,31017,39906,46445,46716,41582,35460,12712,19081,24358,27149,22206,17143,10382,2966,1750951.3,0
20150611,2015,6,4,26915,26603,31017,39906,46445,46716,41582,11019,12712,19081,24358,27149,22206,17143,3239,1609291.29,0
20150612,2015,6,5,30144,26915,26603,31017,39906,46445,46716,11336,11019,12712,19081,24358,27149,22206,4015,2232382.26,0
20150613,2015,6,6,29864,30144,26915,26603,31017,39906,46445,13788,11336,11019,12712,19081,24358,27149,3590,1172122.38,0
