order_date,year,mm,week_day,register_pre_1d,register_pre_2d,register_pre_3d,register_pre_4d,register_pre_5d,register_pre_6d,register_pre_7d,active_cnt_1d,active_cnt_2d,active_cnt_3d,active_cnt_4d,active_cnt_5d,active_cnt_6d,active_cnt_7d,orders_cnt,orders_amt,if_holiday
20170125,2017,1,3,27726,26085,25544,24859,26250,27672,32968,66255,64033,63961,62529,64075,62658,64038,11183,8147073.87,0
20170428,2017,4,5,44840,37627,38884,40967,49554,49540,49472,97952,81074,76698,82112,97517,99310,95109,25060,11035931.94,1
20170531,2017,5,3,83617,58662,64718,43492,34128,29516,25950,132092,91075,102321,75767,60764,52627,45308,11313,6343232.14,0
20170602,2017,6,5,77840,69124,83617,58662,64718,43492,34128,114382,102273,132092,91075,102321,75767,60764,11405,6037198.34,0
20170604,2017,6,0,46224,50110,77840,69124,83617,58662,64718,76232,70007,114382,102273,132092,91075,102321,8429,3366061.66,0
20170608,2017,6,4,39692,39334,38273,43683,46224,50110,77840,108717,63570,63109,74119,76232,70007,114382,8607,5290109.4,0
20170629,2017,6,4,64962,59210,70297,54188,55067,38663,66527,92641,85250,103634,81529,82229,57370,91933,13232,6906363.1,0
20170701,2017,7,6,60571,66973,64962,59210,70297,54188,55067,87682,94447,92641,85250,103634,81529,82229,17149,6057526.54,0
20170716,2017,7,0,69878,64514,67441,65769,63698,70568,71322,105701,97939,97894,95536,91361,101478,102369,17964,6891806.65,0
20170725,2017,7,2,92955,102959,98485,86604,74447,65612,67379,124356,134479,130538,116852,103135,91310,91281,17855,10805998.99,0
20170726,2017,7,3,83768,92955,102959,98485,86604,74447,65612,113342,124356,134479,130538,116852,103135,91310,18330,10649290.46,0
20170731,2017,7,1,107988,100869,89251,82415,80212,83768,92955,280519,274226,185602,114142,111830,113342,124356,18822,11022595.7,0
20170811,2017,8,5,101573,97204,105738,121514,125334,108982,92163,138012,135292,142401,161333,166426,150452,132222,31901,16571365.16,0
20170904,2017,9,1,54383,52034,56319,67401,71898,77815,95363,78531,77751,83643,89622,91982,90742,105756,6100,4492871.14,0
20170918,2017,9,1,89031,80021,69221,55676,62721,131766,139992,95648,97456,90072,88240,91916,157427,161933,8342,6792181.34,0
20171008,2017,10,0,259589,304757,336834,343610,320907,225615,149460,195950,212491,227793,231633,235919,186892,150260,13027,3997927.52,0
20171021,2017,10,6,45478,42077,38416,46046,56656,59109,54038,92843,84520,77601,76076,77778,78707,80724,18969,4493161.2,0
20171029,2017,10,0,79355,67218,56224,52230,61351,79723,81564,108552,114726,104816,105600,111528,115075,119306,17796,4096285.68,0
20171101,2017,11,3,72506,88850,97054,79355,67218,56224,52230,86968,95534,107129,108552,114726,104816,105600,10869,5573371.15,0
20171123,2017,11,4,43641,55416,69695,75247,71332,65226,57956,78439,76093,82867,84400,85762,88839,81845,6569,4168860.61,0
20171211,2017,12,1,68255,57131,42110,70741,70312,82831,67992,129459,131148,128654,164277,165505,169390,145319,5427,3543507.73,0
20171216,2017,12,6,40107,38607,38507,49478,66991,68255,57131,130775,127431,127634,126628,135256,129459,131148,7856,7060288.76,0
20171221,2017,12,4,31229,33799,38244,41172,40197,40107,38607,106735,112318,120902,126394,127965,130775,127431,6261,4514337.4,0
20171227,2017,12,3,37773,43502,44186,41059,35472,33553,31229,108734,113901,126873,129307,125974,111301,106735,7246,4804089.36,0
20180102,2018,1,2,64626,69097,52529,41225,36901,33719,37773,88488,105485,124362,133090,120967,113430,108734,3569,3541285.77,0
20180104,2018,1,4,23294,47885,64626,69097,52529,41225,36901,42032,69621,88488,105485,124362,133090,120967,2902,3150961.67,0
20180112,2018,1,5,16182,18545,27652,37598,52682,57276,48129,50006,57039,78441,86588,107344,112669,95431,896,1733641.9,0
20180218,2018,2,5,107339,67838,39248,38597,38545,37847,35845,94093,83531,207069,203344,194500,63916,67711,40400,16094114.43,1
20180302,2018,3,5,36430,36513,65750,54798,64474,47213,75101,48366,39586,55203,44005,55438,45963,65570,12843,5379448.78,0
20180328,2018,3,3,94676,152223,146299,108310,43604,37110,30189,123794,178877,176347,140649,70962,66649,58171,9959,5890995.96,0
20180404,2018,4,3,63498,76418,82450,68184,54680,55537,59855,90305,105404,104369,103549,78609,78147,91960,18919,8261272.22,0
20160527,2016,5,5,37761,42851,46357,45200,46361,53287,51286,32287,33591,35272,35283,37039,42924,42667,6143,3867560.55,0
20160615,2016,6,3,29432,30549,45197,62189,65189,54916,41486,39396,38255,51026,65025,66431,58224,46609,8681,3719179.45,0
20160618,2016,6,6,62343,46921,41700,29432,30549,45197,62189,61052,56211,51869,39396,38255,51026,65025,14263,4286724.21,0
20160811,2016,8,4,99051,103551,110045,120471,117460,110889,97285,373197,368195,351319,300368,294758,282938,229703,19324,14060381.57,0
20160825,2016,8,4,96952,104530,115780,125842,126500,112092,100394,269927,274222,228692,247089,260235,250623,216851,17996,9374595.67,0
20160922,2016,9,4,29978,27429,29680,35011,42724,42542,39562,68248,81269,94795,121148,210746,226999,220589,5847,5416124.87,0
20161006,2016,10,5,88663,122717,114329,92220,63775,49596,42165,149781,174299,163277,140126,108090,92194,93818,13043,3873651.75,1
20161102,2016,11,3,19515,21589,23351,24692,26902,26617,25104,38231,43251,46784,47901,45191,44669,44016,4046,3059778.83,0
20161212,2016,12,1,18003,17186,16711,13849,13896,13837,15841,42207,41464,42358,35793,34039,31844,37412,3460,4107316.04,0
20161216,2016,12,5,16210,16455,16084,16586,18003,17186,16711,39204,40899,38985,38587,42207,41464,42358,5028,3633996.88,0
20161224,2016,12,6,24166,22181,20610,20540,21261,26486,24620,37066,35271,37782,39844,40556,42025,40857,6894,3082308.19,0
20170111,2017,1,3,34202,25878,18572,19046,18594,18727,18796,58321,49782,41241,42660,40827,41139,40886,4101,3653726.94,0
20170207,2017,2,2,35407,39442,45511,57188,71740,81530,80742,65824,72880,82006,99173,115219,126984,124550,8633,5784840.5,0
20170220,2017,2,1,26061,23880,20290,19118,18225,19532,23576,41304,40994,38401,36771,35650,37203,41934,3506,3737671.91,0
20170305,2017,3,0,25766,17291,18940,17862,27620,29781,28047,47502,36365,40718,42252,63903,60508,55692,6238,1935033.76,0
20170311,2017,3,6,23500,19168,19094,16353,23873,25406,25766,46245,37470,39105,28600,39392,45350,47502,8093,2588583.22,0
20170324,2017,3,5,37650,36731,38545,38909,37116,32667,22605,58843,56382,59793,64164,67021,63721,53577,9970,4910910.35,0
20170419,2017,4,3,27957,27192,32103,29395,29627,25234,22065,58186,55384,65990,63642,65415,61607,57745,6289,4515847.82,0
20170427,2017,4,4,37627,38884,40967,49554,49540,49472,40358,81074,76698,82112,97517,99310,95109,83632,13525,7937713.15,0
20170508,2017,5,1,27364,26855,23543,24864,38277,76591,106496,63794,65880,60977,52155,63427,115745,154249,4708,3590937.63,0
20170516,2017,5,2,25693,24113,25363,20538,13938,17701,20139,44579,47723,50333,42900,27387,35624,40888,6022,4451981.3,0
20170614,2017,6,3,30766,33312,46443,35387,36610,31899,39692,52452,57690,80837,64928,109324,98538,108717,8560,5303511.13,0
20170628,2017,6,3,59210,70297,54188,55067,38663,66527,67964,85250,103634,81529,82229,57370,91933,92900,12668,8103093.84,0
20170704,2017,7,2,52914,57070,60634,60571,66973,64962,59210,66297,87663,90325,87682,94447,92641,85250,11365,7434055.97,0
20170706,2017,7,4,53838,54598,52914,57070,60634,60571,66973,81015,81441,66297,87663,90325,87682,94447,14087,7562668.95,0
20170720,2017,7,4,65612,67379,75327,76169,69878,64514,67441,91310,91281,103778,109649,105701,97939,97894,19038,9152776.09,0
20170723,2017,7,0,98485,86604,74447,65612,67379,75327,76169,130538,116852,103135,91310,91281,103778,109649,18249,7233072.38,0
20170803,2017,8,4,77891,82303,97978,107988,100869,89251,82415,113164,114532,208057,280519,274226,185602,114142,24832,13920877.37,0
20170825,2017,8,5,100739,90020,98805,112970,118883,109765,95977,109584,106783,120946,148235,155294,146538,131034,29910,11804549.57,0
20170920,2017,9,3,64503,73830,89031,80021,69221,55676,62721,79714,90400,95648,97456,90072,88240,91916,7984,5527358.51,0
20171030,2017,10,1,97054,79355,67218,56224,52230,61351,79723,107129,108552,114726,104816,105600,111528,115075,13736,6051561.16,0
20171129,2017,11,3,48976,66052,69657,57034,42940,42165,43641,123328,125956,126266,123387,119539,113635,78439,6872,4792033.01,0
20171130,2017,11,4,61535,48976,66052,69657,57034,42940,42165,157112,123328,125956,126266,123387,119539,113635,6871,4568421.24,0
20171207,2017,12,4,70312,82831,67992,69730,86334,97821,93039,165505,169390,145319,146120,171374,192177,191585,6407,3637277.11,0
20171214,2017,12,4,38507,49478,66991,68255,57131,42110,70741,127634,126628,135256,129459,131148,128654,164277,6734,4200889.23,0
20171215,2017,12,5,38607,38507,49478,66991,68255,57131,42110,127431,127634,126628,135256,129459,131148,128654,6863,8836117.43,0
20171219,2017,12,2,38244,41172,40197,40107,38607,38507,49478,120902,126394,127965,130775,127431,127634,126628,4742,4006651.98,0
20171220,2017,12,3,33799,38244,41172,40197,40107,38607,38507,112318,120902,126394,127965,130775,127431,127634,5339,4957698.01,0
20171225,2017,12,1,44186,41059,35472,33553,31229,33799,38244,126873,129307,125974,111301,106735,112318,120902,6372,4885993.02,0
20180110,2018,1,3,27652,37598,52682,57276,48129,31234,23294,78441,86588,107344,112669,95431,55398,42032,3709,3703248.27,0
20180114,2018,1,0,20125,16968,16182,18545,27652,37598,52682,58920,55668,50006,57039,78441,86588,107344,5030,2584083.1,0
20180212,2018,2,1,35845,35699,32069,29558,26415,29080,33207,67711,66601,56467,48167,44423,42059,43678,14129,8546405.25,0
20180219,2018,2,5,145573,107339,67838,39248,38597,38545,37847,106529,94093,83531,207069,203344,194500,63916,36707,14697109.12,1
20180304,2018,3,0,47124,38378,36430,36513,65750,54798,64474,52960,52114,48366,39586,55203,44005,55438,7966,2491756.52,0
20180305,2018,3,1,48018,47124,38378,36430,36513,65750,54798,43486,52960,52114,48366,39586,55203,44005,6889,4432777.64,0
20180312,2018,3,1,59744,43402,25541,21252,18767,26739,38870,62407,46377,41018,33850,38600,37770,42712,4911,4783633.13,0
20180401,2018,4,0,68184,54680,55537,59855,94676,152223,146299,103549,78609,78147,91960,123794,178877,176347,16470,5001672.53,0
20160413,2016,4,3,37331,41389,44907,48163,45438,38071,38371,26463,28076,27387,26397,23513,24116,28099,3673,2704364.07,0
20160417,2016,4,0,32467,31054,31063,33345,37331,41389,44907,29049,27389,25549,26074,26463,28076,27387,5996,2560471.85,0
20160421,2016,4,4,31264,35379,36331,37376,32467,31054,31063,26681,25739,27142,28972,29049,27389,25549,4980,3321978.45,0
20160508,2016,5,0,27970,26371,25265,34702,61282,87515,92104,26729,32032,32710,38531,42676,49785,47266,4899,1916076.01,0
20160514,2016,5,6,24690,23858,22320,25750,27536,30803,27970,34106,32565,31983,27058,27891,26447,26729,6541,3221099.88,0
20160710,2016,7,0,65785,60986,53583,47538,44786,61938,49186,88733,81442,74471,68590,66430,88881,70247,10259,4772347.1,0
20160801,2016,8,1,124060,132299,166921,234136,203777,176584,96125,255799,266416,275559,292136,252147,214751,126431,12846,8678143.75,0
20160802,2016,8,2,111155,124060,132299,166921,234136,203777,176584,234641,255799,266416,275559,292136,252147,214751,13698,9658690.08,0
20161001,2016,10,5,49596,42165,40480,37178,36676,33674,28822,92194,93818,150019,147313,137817,80486,79341,27223,9327773.3,1
20161009,2016,10,0,76286,8044,45577,88663,122717,114329,92220,79609,80105,110820,149781,174299,163277,140126,4720,4015965.48,0
20161119,2016,11,6,15024,15009,15635,17454,19177,21035,20059,37262,35899,36518,39141,40077,42164,40287,5093,2038361.04,0
20161122,2016,11,2,13516,15331,15576,15024,15009,15635,17454,34950,36896,36912,37262,35899,36518,39141,1949,2186949.98,0
20161126,2016,11,6,12441,11626,11232,11944,13516,15331,15576,36384,33993,35016,36431,34950,36896,36912,3832,1821913.82,0
20161222,2016,12,4,20610,20540,21261,26486,24620,22686,16210,37782,39844,40556,42025,40857,40684,39204,5262,4116676.54,0
20170102,2017,1,5,31790,29275,24867,23802,22746,22996,23982,59116,54005,47124,44532,40290,36903,35387,4892,2706630.38,1
20170103,2017,1,2,29787,31790,29275,24867,23802,22746,22996,56230,59116,54005,47124,44532,40290,36903,2774,3166507.88,0
20170116,2017,1,1,23158,29876,30209,33475,37532,34202,25878,51136,59395,63224,60270,63533,58321,49782,5199,4476894.58,0
20170201,2017,2,5,80742,70249,52161,39357,33160,33601,31270,124550,113526,92007,74701,64844,69530,69426,25953,10238450.26,1
20170212,2017,2,0,29869,29046,29450,30163,32674,35407,39442,54693,55909,54549,57548,61451,65824,72880,7832,2681112.34,0
20170224,2017,2,5,14909,13967,17476,22626,26061,23880,20290,29865,28559,32066,36794,41304,40994,38401,7899,4855047.29,0
20170309,2017,3,4,19094,16353,23873,25406,25766,17291,18940,39105,28600,39392,45350,47502,36365,40718,4776,3367174.72,0
20170315,2017,3,3,17206,21874,24135,22150,23500,19168,19094,34751,37954,45697,42404,46245,37470,39105,4760,3214161.06,0
20170323,2017,3,4,36731,38545,38909,37116,32667,22605,19501,56382,59793,64164,67021,63721,53577,45589,5827,3956741.89,0
20170414,2017,4,5,25234,22065,19875,24891,37190,50162,54804,61607,57745,56570,57394,79278,93686,104872,11984,6238259.17,0
20170426,2017,4,3,38884,40967,49554,49540,49472,40358,30047,76698,82112,97517,99310,95109,83632,66488,9523,6060912.09,0
20170506,2017,5,6,23543,24864,38277,76591,106496,102069,74278,60977,52155,63427,115745,154249,163070,132684,10719,3748689.96,0
20170616,2017,6,5,38110,28293,30766,33312,46443,35387,36610,63151,49944,52452,57690,80837,64928,109324,14174,7344264.05,0
20170805,2017,8,6,92163,83632,77891,82303,97978,107988,100869,132222,119593,113164,114532,208057,280519,274226,34190,13319451.39,0
20170810,2017,8,4,97204,105738,121514,125334,108982,92163,83632,135292,142401,161333,166426,150452,132222,119593,26680,14075418.46,0
20170816,2017,8,3,114324,118824,122155,112513,106942,101573,97204,156967,159625,163548,152475,146091,138012,135292,25556,12748641.13,0
20170824,2017,8,4,90020,98805,112970,118883,109765,95977,100407,106783,120946,148235,155294,146538,131034,140467,22694,10175528.06,0
20170905,2017,9,2,51095,54383,52034,56319,67401,71898,77815,79659,78531,77751,83643,89622,91982,90742,6107,4835653.99,0
20171111,2017,11,6,53103,46501,43367,53946,65884,69162,55143,75354,72334,66611,69388,73198,82545,84794,18023,5721921.28,0
20171112,2017,11,0,68838,53103,46501,43367,53946,65884,69162,82537,75354,72334,66611,69388,73198,82545,11240,3479806.75,0
20171121,2017,11,2,69695,75247,71332,65226,57956,49538,53300,82867,84400,85762,88839,81845,73187,69580,6386,4120224.29,0
20171122,2017,11,3,55416,69695,75247,71332,65226,57956,49538,76093,82867,84400,85762,88839,81845,73187,6349,3984501.54,0
20171125,2017,11,6,42940,42165,43641,55416,69695,75247,71332,119539,113635,78439,76093,82867,84400,85762,13094,3709081.31,0
20171223,2017,12,6,35472,33553,31229,33799,38244,41172,40197,125974,111301,106735,112318,120902,126394,127965,10619,3881243.62,0
20180106,2018,1,6,48129,31234,23294,47885,64626,69097,52529,95431,55398,42032,69621,88488,105485,124362,4059,2216591.42,0
20180115,2018,1,1,23036,20125,16968,16182,18545,27652,37598,54195,58920,55668,50006,57039,78441,86588,3855,4120080.33,0
20180121,2018,1,0,29974,25204,24189,22184,23560,23435,23036,47944,44258,45040,44485,45472,41630,54195,5867,3192791.85,0
20180122,2018,1,1,33111,29974,25204,24189,22184,23560,23435,47587,47944,44258,45040,44485,45472,41630,4534,4892631.27,0
20180123,2018,1,2,30748,33111,29974,25204,24189,22184,23560,42183,47587,47944,44258,45040,44485,45472,5581,5824449.4,0
20180221,2018,2,5,146351,152585,145573,107339,67838,39248,38597,98061,102938,106529,94093,83531,207069,203344,24030,9725189.21,1
20180310,2018,3,6,25541,21252,18767,26739,38870,48018,47124,41018,33850,38600,37770,42712,43486,52960,17470,5004105.59,0
20180313,2018,3,2,56027,59744,43402,25541,21252,18767,26739,57564,62407,46377,41018,33850,38600,37770,4955,3691114.15,0
20180315,2018,3,4,25579,43102,56027,59744,43402,25541,21252,71796,62169,57564,62407,46377,41018,33850,7136,4812543.72,0
20180321,2018,3,3,32615,46115,50463,43049,26961,26427,25579,46419,50045,66777,70800,80150,81307,71796,7086,5022271.71,0
20180322,2018,3,4,30189,32615,46115,50463,43049,26961,26427,58171,46419,50045,66777,70800,80150,81307,9238,5384232.1,0
20180403,2018,4,2,76418,82450,68184,54680,55537,59855,94676,105404,104369,103549,78609,78147,91960,123794,11071,6036627.73,0
20160518,2016,5,3,26244,29737,30694,30903,24690,23858,22320,26163,31631,32285,32554,34106,32565,31983,6842,4076633.77,0
20160617,2016,6,5,46921,41700,29432,30549,45197,62189,65189,56211,51869,39396,38255,51026,65025,66431,14440,5518849.1,0
20160629,2016,6,3,57755,51123,42700,37771,37946,44496,99561,73767,67255,59435,54771,55511,111015,122826,7711,7996475.16,0
20160804,2016,8,4,96457,100776,111155,124060,132299,166921,234136,264016,252686,234641,255799,266416,275559,292136,16783,11898801.54,0
20160806,2016,8,6,110889,97285,96457,100776,111155,124060,132299,282938,229703,264016,252686,234641,255799,266416,25697,12268443.9,0
20160906,2016,9,2,42026,44857,45389,45309,46625,49531,60688,87195,116742,139198,163518,151720,142207,135931,5121,4706730.12,0
20161031,2016,10,1,23351,24692,26902,26617,25104,22095,23029,46784,47901,45191,44669,44016,43565,46732,4913,3140856.02,0
20161110,2016,11,4,14949,16612,20009,23054,26844,26912,25161,34807,38034,40044,41490,45772,51770,51737,4230,3110981.73,0
20161112,2016,11,6,17583,15367,14949,16612,20009,23054,26844,39828,36316,34807,38034,40044,41490,45772,6952,2403112.43,0
20161202,2016,12,5,12614,11352,12189,12336,12930,12684,12441,36482,34132,34721,35763,38604,38715,36384,5270,4538692.31,0
20161208,2016,12,4,13896,13837,15841,15676,15696,13462,12614,34039,31844,37412,37361,38998,35492,36482,3506,3080502.18,0
20161210,2016,12,6,16711,13849,13896,13837,15841,15676,15696,42358,35793,34039,31844,37412,37361,38998,5740,2413033.23,0
20161223,2016,12,5,22181,20610,20540,21261,26486,24620,22686,35271,37782,39844,40556,42025,40857,40684,6923,4809714.43,0
20170219,2017,2,0,23880,20290,19118,18225,19532,23576,27539,40994,38401,36771,35650,37203,41934,49196,6905,2396735.34,0
20170221,2017,2,2,22626,26061,23880,20290,19118,18225,19532,36794,41304,40994,38401,36771,35650,37203,3650,2976836.09,0
20170322,2017,3,3,38545,38909,37116,32667,22605,19501,16746,59793,64164,67021,63721,53577,45589,39232,5216,4267049.96,0
20170407,2017,4,5,70722,104917,141490,157207,126033,88216,52807,120370,166333,203344,218473,184950,139460,93563,10578,4629085.63,0
20170413,2017,4,4,22065,19875,24891,37190,50162,54804,70722,57745,56570,57394,79278,93686,104872,120370,7649,4517677.26,0
20170510,2017,5,3,20139,26363,27364,26855,23543,24864,38277,40888,51939,63794,65880,60977,52155,63427,5703,4559872.94,0
20170519,2017,5,5,21603,26603,20727,25693,24113,25363,20538,41093,50140,39613,44579,47723,50333,42900,11210,6135900.88,0
20170527,2017,5,5,34128,29516,25950,30530,35213,38811,32639,60764,52627,45308,51477,56404,61538,53540,18354,8432401.32,1
20170615,2017,6,4,28293,30766,33312,46443,35387,36610,31899,49944,52452,57690,80837,64928,109324,98538,10311,4760040.27,0
20170625,2017,6,0,55067,38663,66527,67964,65465,56075,57676,82229,57370,91933,92900,89834,81418,85750,10675,4005173.53,0
20170721,2017,7,5,74447,65612,67379,75327,76169,69878,64514,103135,91310,91281,103778,109649,105701,97939,23039,12222333.45,0
20170728,2017,7,5,82415,80212,83768,92955,102959,98485,86604,114142,111830,113342,124356,134479,130538,116852,28365,14752631.39,0
20170808,2017,8,2,121514,125334,108982,92163,83632,77891,82303,161333,166426,150452,132222,119593,113164,114532,22710,12906986.06,0
20170809,2017,8,3,105738,121514,125334,108982,92163,83632,77891,142401,161333,166426,150452,132222,119593,113164,24994,13371278.37,0
20170812,2017,8,6,106942,101573,97204,105738,121514,125334,108982,146091,138012,135292,142401,161333,166426,150452,32944,12545019.36,0
20170903,2017,9,0,52034,56319,67401,71898,77815,95363,108506,77751,83643,89622,91982,90742,105756,115627,10528,3690926.55,0
20170910,2017,9,0,56738,42896,35899,33582,41512,51095,54383,71574,62279,65617,71802,78939,79659,78531,11023,4085140.57,0
20170927,2017,9,3,48031,71238,72112,65541,57183,56159,52878,68640,91301,86229,83721,81105,78361,75663,9380,7774411.4,0
20171005,2017,10,5,343610,320907,225615,149460,84986,82290,57328,231633,235919,186892,150260,106969,112070,85009,57312,14596720.71,1
20171011,2017,10,3,61490,111590,194367,259589,304757,336834,343610,81434,110381,156867,195950,212491,227793,231633,6511,4459470.67,0
20171018,2017,10,3,46046,56656,59109,54038,45293,43618,45716,76076,77778,78707,80724,78150,75713,74045,7635,4210832.72,0
20171108,2017,11,3,53946,65884,69162,55143,42479,43464,49215,69388,73198,82545,84794,78366,77033,85490,8512,4458752.66,0
20171209,2017,12,6,42110,70741,70312,82831,67992,69730,86334,128654,164277,165505,169390,145319,146120,171374,12946,3652244.16,0
20180113,2018,1,6,16968,16182,18545,27652,37598,52682,57276,55668,50006,57039,78441,86588,107344,112669,2405,1400164.04,0
20180224,2018,2,6,75101,98049,124673,146351,152585,145573,107339,65570,70034,84591,98061,102938,106529,94093,14449,6825222.88,0
20180318,2018,3,0,43049,26961,26427,25579,43102,56027,59744,70800,80150,81307,71796,62169,57564,62407,7942,2898961.91,0
20180324,2018,3,6,43604,37110,30189,32615,46115,50463,43049,70962,66649,58171,46419,50045,66777,70800,19104,6064171.69,0
20180326,2018,3,1,146299,108310,43604,37110,30189,32615,46115,176347,140649,70962,66649,58171,46419,50045,9822,5696905.1,0
20160506,2016,5,5,25265,34702,61282,87515,92104,74028,51118,32710,38531,42676,49785,47266,38653,32426,6390,3887625.15,0
20160509,2016,5,1,30803,27970,26371,25265,34702,61282,87515,26447,26729,32032,32710,38531,42676,49785,3375,5534150.25,0
20160830,2016,8,2,73198,84013,87889,89792,93381,96952,104530,152808,165926,166538,207873,258650,269927,274222,9214,8866136.34,0
20160911,2016,9,0,40406,37672,36244,34106,38340,42026,44857,228891,216689,202915,76752,78040,87195,116742,6775,3261135.34,0
20160930,2016,9,5,42165,40480,37178,36676,33674,28822,26599,93818,150019,147313,137817,80486,79341,77318,15159,9341883.38,1
20161014,2016,10,5,30133,31705,34394,100064,89044,76286,8044,99199,117277,131161,129652,104359,79609,80105,7996,4404866.43,0
20161111,2016,11,5,15367,14949,16612,20009,23054,26844,26912,36316,34807,38034,40044,41490,45772,51770,7395,4225629.47,0
20161123,2016,11,3,11944,13516,15331,15576,15024,15009,15635,36431,34950,36896,36912,37262,35899,36518,2536,4646895.85,0
20161130,2016,11,3,12189,12336,12930,12684,12441,11626,11232,34721,35763,38604,38715,36384,33993,35016,2818,3079347.1,0
20161211,2016,12,0,17186,16711,13849,13896,13837,15841,15676,41464,42358,35793,34039,31844,37412,37361,3651,1885079.48,0
20170128,2017,1,5,33160,33601,31270,27726,26085,25544,24859,64844,69530,69426,66255,64033,63961,62529,22824,10149932.58,1
20170302,2017,3,4,17862,27620,29781,28047,21759,16955,14909,42252,63903,60508,55692,40825,33161,29865,4845,3390823.79,0
20170319,2017,3,0,32667,22605,19501,16746,17206,21874,24135,63721,53577,45589,39232,34751,37954,45697,5381,2073114.19,0
20170401,2017,4,5,52807,46201,43517,47554,48307,48930,42342,93563,77865,73031,71667,74304,75087,68654,23560,7770258.72,1
20170410,2017,4,1,37190,50162,54804,70722,104917,141490,157207,79278,93686,104872,120370,166333,203344,218473,4388,3360933.35,0
20170425,2017,4,2,40967,49554,49540,49472,40358,30047,27957,82112,97517,99310,95109,83632,66488,58186,7285,5628016.34,0
20170502,2017,5,2,106496,102069,74278,51046,44840,37627,38884,154249,163070,132684,110133,97952,81074,76698,6267,3716850.94,0
20170512,2017,5,5,13938,17701,20139,26363,27364,26855,23543,27387,35624,40888,51939,63794,65880,60977,9437,5533097.92,0
20170522,2017,5,1,38811,32639,26674,21603,26603,20727,25693,61538,53540,46474,41093,50140,39613,44579,5201,4195965.42,0
20170703,2017,7,1,57070,60634,60571,66973,64962,59210,70297,87663,90325,87682,94447,92641,85250,103634,10593,7556452.19,0
20170715,2017,7,6,64514,67441,65769,63698,70568,71322,67894,97939,97894,95536,91361,101478,102369,101776,21374,8293686.63,0
20170727,2017,7,4,80212,83768,92955,102959,98485,86604,74447,111830,113342,124356,134479,130538,116852,103135,21241,10598035.19,0
20170804,2017,8,5,83632,77891,82303,97978,107988,100869,89251,119593,113164,114532,208057,280519,274226,185602,30829,15463384.18,0
20170813,2017,8,0,112513,106942,101573,97204,105738,121514,125334,152475,146091,138012,135292,142401,161333,166426,30423,11472589.01,0
20170815,2017,8,2,118824,122155,112513,106942,101573,97204,105738,159625,163548,152475,146091,138012,135292,142401,26948,14318923.74,0
20170817,2017,8,4,100763,114324,118824,122155,112513,106942,101573,142734,156967,159625,163548,152475,146091,138012,26311,13651793.11,0
20170818,2017,8,5,100407,100763,114324,118824,122155,112513,106942,140467,142734,156967,159625,163548,152475,146091,33341,15340185.33,0
20170925,2017,9,1,72112,65541,57183,56159,52878,64503,73830,86229,83721,81105,78361,75663,79714,90400,8738,7402384.58,0
20171007,2017,10,5,304757,336834,343610,320907,225615,149460,84986,212491,227793,231633,235919,186892,150260,106969,29286,7695184.01,1
20171009,2017,10,1,194367,259589,304757,336834,343610,320907,225615,156867,195950,212491,227793,231633,235919,186892,5616,3893273.31,0
20171015,2017,10,0,54038,45293,43618,45716,61490,111590,194367,80724,78150,75713,74045,81434,110381,156867,8600,2492583.86,0
20171022,2017,10,0,65642,45478,42077,38416,46046,56656,59109,107380,92843,84520,77601,76076,77778,78707,13561,3387977.89,0
20171025,2017,10,3,61351,79723,81564,65642,45478,42077,38416,111528,115075,119306,107380,92843,84520,77601,10616,5568498.39,0
20171026,2017,10,4,52230,61351,79723,81564,65642,45478,42077,105600,111528,115075,119306,107380,92843,84520,12601,6526564.3,0
20171128,2017,11,2,66052,69657,57034,42940,42165,43641,55416,125956,126266,123387,119539,113635,78439,76093,5654,5599394.15,0
20171206,2017,12,3,82831,67992,69730,86334,97821,93039,61535,169390,145319,146120,171374,192177,191585,157112,6378,4356579.82,0
20171208,2017,12,5,70741,70312,82831,67992,69730,86334,97821,164277,165505,169390,145319,146120,171374,192177,9284,5068841.66,0
20180103,2018,1,3,47885,64626,69097,52529,41225,36901,33719,69621,88488,105485,124362,133090,120967,113430,3299,4147672.03,0
20180119,2018,1,5,24189,22184,23560,23435,23036,20125,16968,45040,44485,45472,41630,54195,58920,55668,7133,5671142.64,0
20180205,2018,2,1,33971,30622,25613,21603,19053,20018,23098,45053,44927,41055,38593,47919,46458,46787,8178,6181488.28,0
20180210,2018,2,6,32069,29558,26415,29080,33207,33971,30622,56467,48167,44423,42059,43678,45053,44927,11809,6037232.99,0
20180222,2018,2,4,124673,146351,152585,145573,107339,67838,39248,84591,98061,102938,106529,94093,83531,207069,20449,8917539.54,0
20160612,2016,6,0,62189,65189,54916,41486,39561,39789,41642,65025,66431,58224,46609,43819,42477,43806,4931,8956433.19,0
20160614,2016,6,2,30549,45197,62189,65189,54916,41486,39561,38255,51026,65025,66431,58224,46609,43819,7040,4043074.68,0
20160623,2016,6,4,99561,85435,74753,36348,50544,62343,46921,122826,104657,75597,49888,52551,61052,56211,6313,4787122.85,0
20160723,2016,7,6,81809,70071,68925,77312,90269,85962,77924,119042,104299,101728,107165,118906,114907,108900,18242,8608060.22,0
20160724,2016,7,0,94784,81809,70071,68925,77312,90269,85962,133065,119042,104299,101728,107165,118906,114907,14549,7284942.16,0
